Salary
127500.0
85000.0
170000.0
70000.0
160000.0
140000.0
181500.0
125000.0
125000.0
115000.0
175000.0
195000.0
55000.0
100000.0
152500.0
110000.0
80000.0
105000.0
97500.0
67500.0
96500.0
75000.0
75000.0
48000.0
46000.0
